stn    time           rre150d0
AMW    19170402            1.2
AMW    19170403            1.7
AMW    19170404            0.0
AMW    19170405            2.3
AMW    19170406           10.0
AMW    19170407            0.0
AMW    19170408            4.1
AMW    19170409            2.6
AMW    19170410            0.7
AMW    19170411            0.0
AMW    19170412            1.9
AMW    19170413            5.5
AMW    19170414            0.0
AMW    19170415            4.1
AMW    19170416            3.0
AMW    19170417            4.1
AMW    19170418            1.7
AMW    19170419            1.1
AMW    19170420            0.5
AMW    19170421            1.9
AMW    19170422            3.6
AMW    19170423            0.1
AMW    19170424            0.1
AMW    19170425            0.0
AMW    19170426            0.0
AMW    19170427            0.0
AMW    19170428            0.0
AMW    19170429            0.0
AMW    19170430            0.6
AMW    19170501            0.0
AMW    19170502            0.0
AMW    19170503            0.0
AMW    19170504            0.0
AMW    19170505            3.4
AMW    19170506            9.6
AMW    19170507            0.0
AMW    19170508            4.6
AMW    19170509            0.1
AMW    19170510            0.0
AMW    19170511            0.0
AMW    19170512            0.0
AMW    19170513            0.0
AMW    19170514            0.5
AMW    19170515           17.5
AMW    19170516            4.1
AMW    19170517            0.8
AMW    19170518            0.0
AMW    19170519            0.0
AMW    19170520            0.0
AMW    19170521            5.0
AMW    19170522            0.0
AMW    19170523            0.0
AMW    19170524            0.0
AMW    19170525            0.0
AMW    19170526            0.0
AMW    19170527            0.0
AMW    19170528            0.2
AMW    19170529            0.0
AMW    19170530            0.3
AMW    19170531            4.3
AMW    19170601            9.7
AMW    19170602            3.5
AMW    19170603            0.6
AMW    19170604            0.0
AMW    19170605            1.9
AMW    19170606            1.3
AMW    19170607            0.3
AMW    19170608            0.0
AMW    19170609            0.0
AMW    19170610            4.8
AMW    19170611           18.0
AMW    19170612            0.1
AMW    19170613            0.0
AMW    19170614            0.0
AMW    19170615            0.0
AMW    19170616            0.0
AMW    19170617            0.0
AMW    19170618            0.0
AMW    19170619            0.0
AMW    19170620            0.0
AMW    19170621            1.2
AMW    19170622            0.0
AMW    19170623           13.7
AMW    19170624            0.0
AMW    19170625            0.0
AMW    19170626           10.4
AMW    19170627            0.0
AMW    19170628            0.0
AMW    19170629            6.1
AMW    19170630            0.1
AMW    19170701           12.6
AMW    19170702            1.5
AMW    19170703            0.0
AMW    19170704           17.3
AMW    19170705           14.8
AMW    19170706            0.0
AMW    19170707            3.0
AMW    19170708           10.7
AMW    19170709            3.0
AMW    19170710            3.5
AMW    19170711            0.0
AMW    19170712            0.0
AMW    19170713            0.0
AMW    19170714            0.0
AMW    19170715           15.7
AMW    19170716            6.7
AMW    19170717            5.2
AMW    19170718            0.1
AMW    19170719            0.0
AMW    19170720            0.0
AMW    19170721            6.5
AMW    19170722            0.0
AMW    19170723            0.0
AMW    19170724            0.0
AMW    19170725            0.0
AMW    19170726            7.6
AMW    19170727            0.0
AMW    19170728            0.0
AMW    19170729            4.8
AMW    19170730            2.7
AMW    19170731            2.5
AMW    19170801           27.3
AMW    19170802            3.6
AMW    19170803            1.5
AMW    19170804            2.6
AMW    19170805            0.1
AMW    19170806            0.0
AMW    19170807            0.0
AMW    19170808            0.0
AMW    19170809           17.1
AMW    19170810            0.2
AMW    19170811            7.5
AMW    19170812            1.1
AMW    19170813            8.6
AMW    19170814           18.0
AMW    19170815            8.0
AMW    19170816            5.0
AMW    19170817            0.0
AMW    19170818            0.0
AMW    19170819            7.4
AMW    19170820           25.1
AMW    19170821            0.0
AMW    19170822            0.0
AMW    19170823           11.1
AMW    19170824            2.1
AMW    19170825            0.0
AMW    19170826            9.0
AMW    19170827            0.0
AMW    19170828           16.0
AMW    19170829            2.1
AMW    19170830            0.4
AMW    19170831            0.2
AMW    19170901            0.0
AMW    19170902            9.6
AMW    19170903            0.0
AMW    19170904            0.0
AMW    19170905            0.0
AMW    19170906            0.0
AMW    19170907            0.0
AMW    19170908            0.0
AMW    19170909            0.4
AMW    19170910            0.0
AMW    19170911           17.1
AMW    19170912           18.1
AMW    19170913            0.4
AMW    19170914            1.8
AMW    19170915            0.0
AMW    19170916            0.0
AMW    19170917            0.0
AMW    19170918            0.0
AMW    19170919            0.0
AMW    19170920            0.9
AMW    19170921            0.0
AMW    19170922            0.0
AMW    19170923            0.0
AMW    19170924            0.0
AMW    19170925            0.0
AMW    19170926            0.0
AMW    19170927            0.0
AMW    19170928            0.0
AMW    19170929            0.0
AMW    19170930            0.0
AMW    19171001            0.0
AMW    19171002            0.0
AMW    19171003            0.1
AMW    19171004            0.0
AMW    19171005            5.4
AMW    19171006            8.7
AMW    19171007           10.6
AMW    19171008            5.8
AMW    19171009           19.7
AMW    19171010           18.0
AMW    19171011           13.2
AMW    19171012            1.5
AMW    19171013           10.8
AMW    19171014            1.6
AMW    19171015            1.1
AMW    19171016            0.0
AMW    19171017            0.0
AMW    19171018            1.6
AMW    19171019           17.1
AMW    19171020            1.6
AMW    19171021            0.0
AMW    19171022            0.0
AMW    19171023            8.5
AMW    19171024            1.3
AMW    19171025            3.4
AMW    19171026            0.0
AMW    19171027            5.0
AMW    19171028            2.1
AMW    19171029            0.0
AMW    19171030            9.1
AMW    19171031            0.0
AMW    19171101            0.0
AMW    19171102            0.0
AMW    19171103            0.0
AMW    19171104            0.0
AMW    19171105            0.0
AMW    19171106            0.0
AMW    19171107           11.1
AMW    19171108            0.1
AMW    19171109            7.4
AMW    19171110            0.2
AMW    19171111            0.0
AMW    19171112            0.0
AMW    19171113            0.0
AMW    19171114            1.6
AMW    19171115            1.2
AMW    19171116            0.0
AMW    19171117            0.0
AMW    19171118            0.0
AMW    19171119            0.0
AMW    19171120            0.9
AMW    19171121           25.8
AMW    19171122            0.0
AMW    19171123            0.0
AMW    19171124            0.0
AMW    19171125            7.3
AMW    19171126            0.3
AMW    19171127            2.3
AMW    19171128            0.0
AMW    19171129            0.0
AMW    19171130            0.0
AMW    19171201            0.9
AMW    19171202            0.1
AMW    19171203            0.2
AMW    19171204            0.2
AMW    19171205            0.0
AMW    19171206            0.0
AMW    19171207            0.0
AMW    19171208            0.0
AMW    19171209            0.0
AMW    19171210            0.0
AMW    19171211            0.0
AMW    19171212            1.3
AMW    19171213            0.0
AMW    19171214            0.0
AMW    19171215            0.0
AMW    19171216            0.0
AMW    19171217            0.0
AMW    19171218            0.0
AMW    19171219            0.0
AMW    19171220            0.0
AMW    19171221            0.0
AMW    19171222            0.0
AMW    19171223            0.0
AMW    19171224            0.7
AMW    19171225            0.9
AMW    19171226            2.0
AMW    19171227            3.1
AMW    19171228            0.5
AMW    19171229            0.0
AMW    19171230            0.0
AMW    19171231            0.0
AMW    19180101            0.0
AMW    19180102            0.4
AMW    19180103            0.7
AMW    19180104            0.0
AMW    19180105            0.0
AMW    19180106            0.0
AMW    19180107            3.5
AMW    19180108           29.9
AMW    19180109            3.9
AMW    19180110            0.2
AMW    19180111            0.0
AMW    19180112            1.3
AMW    19180113           13.2
AMW    19180114            0.0
AMW    19180115            2.7
AMW    19180116            7.2
AMW    19180117            0.5
AMW    19180118            0.0
AMW    19180119            0.0
AMW    19180120            0.0
AMW    19180121            0.0
AMW    19180122            0.0
AMW    19180123            0.1
AMW    19180124            0.0
AMW    19180125            0.0
AMW    19180126            0.0
AMW    19180127            0.0
AMW    19180128            0.0
AMW    19180129            0.0
AMW    19180130            0.0
AMW    19180131            0.0
AMW    19180201            0.0
AMW    19180202            0.0
AMW    19180203            0.0
AMW    19180204            0.0
AMW    19180205            0.0
AMW    19180206            0.0
AMW    19180207            0.0
AMW    19180208            0.0
AMW    19180209            0.0
AMW    19180210            0.0
AMW    19180211            0.0
AMW    19180212            0.0
AMW    19180213            9.2
AMW    19180214            1.2
AMW    19180215            0.0
AMW    19180216            0.0
AMW    19180217            0.0
AMW    19180218            0.0
AMW    19180219            0.0
AMW    19180220            0.0
AMW    19180221            1.0
AMW    19180222            1.8
AMW    19180223            0.0
AMW    19180224            0.0
AMW    19180225            3.4
AMW    19180226            0.0
AMW    19180227            0.0
AMW    19180228            1.7
AMW    19180301            6.9
AMW    19180302            1.2
AMW    19180303            4.1
AMW    19180304            0.0
AMW    19180305            0.0
AMW    19180306            0.0
AMW    19180307            0.0
AMW    19180308            0.0
AMW    19180309            0.0
AMW    19180310            0.1
AMW    19180311            0.0
AMW    19180312            0.0
AMW    19180313            0.0
AMW    19180314            0.0
AMW    19180315            2.9
AMW    19180316            0.0
AMW    19180317            0.0
AMW    19180318            0.0
AMW    19180319            0.3
AMW    19180320            0.0
AMW    19180321            0.0
AMW    19180322            0.0
AMW    19180323            0.0
AMW    19180324            0.0
AMW    19180325            0.0
AMW    19180326            0.5
AMW    19180327            0.0
AMW    19180328            0.7
AMW    19180329            4.8
AMW    19180330            9.4
AMW    19180331            0.0
AMW    19180401            0.0
AMW    19180402            0.0
AMW    19180403            0.0
AMW    19180404            0.0
AMW    19180405            2.3
AMW    19180406            1.4
AMW    19180407            0.0
AMW    19180408            0.0
AMW    19180409            0.0
AMW    19180410           18.8
AMW    19180411            0.0
AMW    19180412            0.0
AMW    19180413            0.0
AMW    19180414            0.0
AMW    19180415           18.4
AMW    19180416            0.4
AMW    19180417            0.0
AMW    19180418            4.0
AMW    19180419           10.7
AMW    19180420            1.1
AMW    19180421            3.5
AMW    19180422            2.0
AMW    19180423            0.4
AMW    19180424            0.0
AMW    19180425            0.0
AMW    19180426            0.0
AMW    19180427            1.9
AMW    19180428            3.8
AMW    19180429            1.9
AMW    19180430           17.6
AMW    19180501            3.0
AMW    19180502            0.0
AMW    19180503            0.0
AMW    19180504            0.0
AMW    19180505            0.0
AMW    19180506            0.1
AMW    19180507            0.1
AMW    19180508            0.4
AMW    19180509            0.0
AMW    19180510            0.0
AMW    19180511           15.1
AMW    19180512            5.5
AMW    19180513            0.5
AMW    19180514            8.7
AMW    19180515            0.2
AMW    19180516            0.0
AMW    19180517            0.0
AMW    19180518            0.0
AMW    19180519            0.0
AMW    19180520            0.0
AMW    19180521            0.0
AMW    19180522            0.0
AMW    19180523            1.1
AMW    19180524            0.8
AMW    19180525            2.3
AMW    19180526            0.0
AMW    19180527            0.0
AMW    19180528            0.0
AMW    19180529            0.0
AMW    19180530            0.0
AMW    19180531            0.0
AMW    19180601            0.0
AMW    19180602            0.0
AMW    19180603            0.0
AMW    19180604            0.0
AMW    19180605            2.2
AMW    19180606            0.0
AMW    19180607            0.0
AMW    19180608            0.0
AMW    19180609            0.0
AMW    19180610            7.0
AMW    19180611            0.0
AMW    19180612            2.7
AMW    19180613            0.0
AMW    19180614            0.0
AMW    19180615           18.9
AMW    19180616           17.6
AMW    19180617           17.8
AMW    19180618            4.5
AMW    19180619            3.2
AMW    19180620            4.8
AMW    19180621           33.8
AMW    19180622            4.3
AMW    19180623            2.8
AMW    19180624            1.5
AMW    19180625            0.0
AMW    19180626            1.5
AMW    19180627           19.6
AMW    19180628            3.2
AMW    19180629            0.0
AMW    19180630            0.0
AMW    19180701            0.0
AMW    19180702            0.0
AMW    19180703           21.6
AMW    19180704           23.6
AMW    19180705            1.9
AMW    19180706            2.4
AMW    19180707            0.0
AMW    19180708            0.0
AMW    19180709            4.4
AMW    19180710            8.4
AMW    19180711            0.0
AMW    19180712            0.0
AMW    19180713            0.0
AMW    19180714            0.1
AMW    19180715            0.0
AMW    19180716            0.0
AMW    19180717            0.0
AMW    19180718            0.6
AMW    19180719            0.0
AMW    19180720            0.0
AMW    19180721            0.0
AMW    19180722            0.0
AMW    19180723            9.6
AMW    19180724            0.0
AMW    19180725            0.0
AMW    19180726            2.3
AMW    19180727            8.9
AMW    19180728           17.6
AMW    19180729            0.0
AMW    19180730            0.0
AMW    19180731            0.0
AMW    19180801            0.0
AMW    19180802           13.1
AMW    19180803           18.2
AMW    19180804            6.6
AMW    19180805            3.7
AMW    19180806            9.3
AMW    19180807            6.0
AMW    19180808            0.0
AMW    19180809            9.6
AMW    19180810            6.1
AMW    19180811            0.0
AMW    19180812            0.0
AMW    19180813            3.3
AMW    19180814            0.0
AMW    19180815            0.0
AMW    19180816            0.0
AMW    19180817            0.0
AMW    19180818            0.0
AMW    19180819            0.0
AMW    19180820            0.0
AMW    19180821            0.0
AMW    19180822            0.0
AMW    19180823            0.0
AMW    19180824            1.8
AMW    19180825            0.3
AMW    19180826            0.1
AMW    19180827            0.0
AMW    19180828            0.0
AMW    19180829           15.9
AMW    19180830            2.3
AMW    19180831            0.0
AMW    19180901            8.3
AMW    19180902            2.6
AMW    19180903            0.0
AMW    19180904            0.0
AMW    19180905            3.2
AMW    19180906            5.7
AMW    19180907            0.6
AMW    19180908            1.5
AMW    19180909            8.2
AMW    19180910           20.1
AMW    19180911           23.0
AMW    19180912            6.4
AMW    19180913            1.0
AMW    19180914            0.0
AMW    19180915            0.0
AMW    19180916            0.0
AMW    19180917            0.0
AMW    19180918            0.4
AMW    19180919            4.4
AMW    19180920           15.1
AMW    19180921            0.0
AMW    19180922            0.2
AMW    19180923           26.1
AMW    19180924            1.3
AMW    19180925            0.0
AMW    19180926            0.0
AMW    19180927            0.5
AMW    19180928            0.1
AMW    19180929            0.2
AMW    19180930            4.4
AMW    19181001            0.0
AMW    19181002            0.0
AMW    19181003            0.0
AMW    19181004            1.4
AMW    19181005            1.2
AMW    19181006            0.0
AMW    19181007            0.0
AMW    19181008            8.5
AMW    19181009            0.2
AMW    19181010            0.0
AMW    19181011            0.0
AMW    19181012            0.0
AMW    19181013            0.0
AMW    19181014            0.8
AMW    19181015           11.9
AMW    19181016            2.2
AMW    19181017            1.2
AMW    19181018            0.0
AMW    19181019            0.0
AMW    19181020            0.0
AMW    19181021            0.0
AMW    19181022            0.0
AMW    19181023            0.0
AMW    19181024            1.4
AMW    19181025            0.2
AMW    19181026            1.8
AMW    19181027            0.0
AMW    19181028            0.0
AMW    19181029            0.1
AMW    19181030            0.0
AMW    19181031            0.0
AMW    19181101            0.0
AMW    19181102            5.4
AMW    19181103            0.0
AMW    19181104            0.0
AMW    19181105            0.0
AMW    19181106            0.0
AMW    19181107            0.0
AMW    19181108            0.0
AMW    19181109            1.1
AMW    19181110            0.0
AMW    19181111            0.0
AMW    19181112            0.8
AMW    19181113            0.0
AMW    19181114            0.0
AMW    19181115            0.0
AMW    19181116            0.0
AMW    19181117            0.0
AMW    19181118            0.0
AMW    19181119            0.0
AMW    19181120            0.0
AMW    19181121            0.0
AMW    19181122            0.0
AMW    19181123            0.0
AMW    19181124            0.0
AMW    19181125            0.0
AMW    19181126            0.0
AMW    19181127           13.5
AMW    19181128            5.4
AMW    19181129            1.1
AMW    19181130            0.0
AMW    19181201            0.2
AMW    19181202            0.0
AMW    19181203            0.4
AMW    19181204            0.0
AMW    19181205            0.0
AMW    19181206            0.0
AMW    19181207            0.0
AMW    19181208            0.0
AMW    19181209            5.8
AMW    19181210            0.7
AMW    19181211           10.1
AMW    19181212            5.1
AMW    19181213            5.1
AMW    19181214            0.0
AMW    19181215            0.0
AMW    19181216            3.6
AMW    19181217            1.4
AMW    19181218           16.3
AMW    19181219            9.8
AMW    19181220            6.3
AMW    19181221            1.6
AMW    19181222           20.2
AMW    19181223           17.6
AMW    19181224            0.7
AMW    19181225            0.0
AMW    19181226            0.0
AMW    19181227            0.0
AMW    19181228            8.0
AMW    19181229            2.0
AMW    19181230            2.4
AMW    19181231            8.8
AMW    19190101            0.0
AMW    19190102            0.4
AMW    19190103            0.0
AMW    19190104            0.0
AMW    19190105            3.8
AMW    19190106            1.3
AMW    19190107            0.0
AMW    19190108            0.0
AMW    19190109            0.3
AMW    19190110            6.8
AMW    19190111            0.0
AMW    19190112            0.0
AMW    19190113            0.0
AMW    19190114            0.0
AMW    19190115            0.2
AMW    19190116            3.5
AMW    19190117            2.7
AMW    19190118            1.7
AMW    19190119            3.9
AMW    19190120            0.0
AMW    19190121            0.0
AMW    19190122            0.0
AMW    19190123            1.7
AMW    19190124            0.0
AMW    19190125            0.0
AMW    19190126            0.0
AMW    19190127            3.4
AMW    19190128            0.0
AMW    19190129            0.1
AMW    19190130            0.3
AMW    19190131            0.1
AMW    19190201            0.0
AMW    19190202            1.2
AMW    19190203            0.0
AMW    19190204            0.0
AMW    19190205           10.8
AMW    19190206            3.2
AMW    19190207           12.1
AMW    19190208            0.0
AMW    19190209            0.0
AMW    19190210            0.0
AMW    19190211            0.0
AMW    19190212            0.0
AMW    19190213            0.0
AMW    19190214            0.0
AMW    19190215            0.0
AMW    19190216            9.8
AMW    19190217            2.7
AMW    19190218            0.2
AMW    19190219            0.0
AMW    19190220            0.0
AMW    19190221            1.9
AMW    19190222            1.8
AMW    19190223            7.8
AMW    19190224            0.2
AMW    19190225            0.9
AMW    19190226            0.1
AMW    19190227            2.3
AMW    19190228            1.2
AMW    19190301            0.0
AMW    19190302            1.5
AMW    19190303            0.0
AMW    19190304            5.2
AMW    19190305           14.5
AMW    19190306            0.1
AMW    19190307            0.0
AMW    19190308            1.8
AMW    19190309            0.1
AMW    19190310            0.0
AMW    19190311            0.0
AMW    19190312            0.0
AMW    19190313            1.9
AMW    19190314            4.4
AMW    19190315            5.0
AMW    19190316            5.3
AMW    19190317            4.9
AMW    19190318            4.1
AMW    19190319            0.4
AMW    19190320            0.0
AMW    19190321            0.0
AMW    19190322            5.4
AMW    19190323            0.6
AMW    19190324            0.6
AMW    19190325            0.7
AMW    19190326            3.6
AMW    19190327            2.8
AMW    19190328            0.4
AMW    19190329           27.2
AMW    19190330           28.7
AMW    19190331           19.9
AMW    19190401           24.1
AMW    19190402            1.1
AMW    19190403            0.2
AMW    19190404            2.3
AMW    19190405            0.0
AMW    19190406            0.0
AMW    19190407            5.3
AMW    19190408           17.8
AMW    19190409            0.0
AMW    19190410            4.0
AMW    19190411           14.1
AMW    19190412            0.9
AMW    19190413            2.3
AMW    19190414            1.0
AMW    19190415            2.3
AMW    19190416            2.6
AMW    19190417           11.5
AMW    19190418            0.1
AMW    19190419            0.0
AMW    19190420            0.7
AMW    19190421            0.0
AMW    19190422            0.0
AMW    19190423            0.0
AMW    19190424            5.0
AMW    19190425            2.7
AMW    19190426            2.7
AMW    19190427            2.0
AMW    19190428            1.8
AMW    19190429            2.2
AMW    19190430            2.6
AMW    19190501            6.6
AMW    19190502            1.8
AMW    19190503            5.2
AMW    19190504            0.5
AMW    19190505            0.0
AMW    19190506            0.0
AMW    19190507            0.0
AMW    19190508            0.0
AMW    19190509            0.0
AMW    19190510            0.0
AMW    19190511            0.0
AMW    19190512            4.1
AMW    19190513            0.0
AMW    19190514            0.0
AMW    19190515            0.0
AMW    19190516            0.0
AMW    19190517            4.5
AMW    19190518            0.0
AMW    19190519            0.0
AMW    19190520            0.0
AMW    19190521            0.0
AMW    19190522            0.0
AMW    19190523            0.4
AMW    19190524            0.0
AMW    19190525            0.0
AMW    19190526            0.0
AMW    19190527            4.4
AMW    19190528            0.0
AMW    19190529            0.0
AMW    19190530            0.0
AMW    19190531            5.8
AMW    19190601            0.0
AMW    19190602            0.0
AMW    19190603            0.8
AMW    19190604            0.0
AMW    19190605           14.4
AMW    19190606            0.0
AMW    19190607            0.0
AMW    19190608            0.0
AMW    19190609            0.7
AMW    19190610            0.0
AMW    19190611            0.0
AMW    19190612            1.3
AMW    19190613            0.1
AMW    19190614            0.0
AMW    19190615            0.0
AMW    19190616            0.0
AMW    19190617            0.0
AMW    19190618            8.8
AMW    19190619            0.0
AMW    19190620            0.0
AMW    19190621           12.1
AMW    19190622            0.0
AMW    19190623            0.0
AMW    19190624            2.9
AMW    19190625           16.8
AMW    19190626           27.6
AMW    19190627            5.9
AMW    19190628            0.0
AMW    19190629           23.0
AMW    19190630            0.1
AMW    19190701            6.5
AMW    19190702            6.2
AMW    19190703            2.4
AMW    19190704            0.0
AMW    19190705            4.4
AMW    19190706            1.8
AMW    19190707            1.9
AMW    19190708           55.9
AMW    19190709            5.6
AMW    19190710            0.6
AMW    19190711            1.0
AMW    19190712            2.4
AMW    19190713           13.9
AMW    19190714            0.0
AMW    19190715           17.3
AMW    19190716            0.8
AMW    19190717            0.0
AMW    19190718            0.0
AMW    19190719           15.7
AMW    19190720            7.4
AMW    19190721            0.5
AMW    19190722            2.9
AMW    19190723           11.0
AMW    19190724            2.5
AMW    19190725            0.0
AMW    19190726            0.0
AMW    19190727            0.0
AMW    19190728            0.0
AMW    19190729            2.3
AMW    19190730            0.0
AMW    19190731            0.0
AMW    19190801            0.0
AMW    19190802            0.0
AMW    19190803            1.1
AMW    19190804            0.0
AMW    19190805            0.0
AMW    19190806            0.0
AMW    19190807            0.0
AMW    19190808            0.0
AMW    19190809            0.0
AMW    19190810            0.0
AMW    19190811            0.0
AMW    19190812            0.0
AMW    19190813            0.0
AMW    19190814            0.0
AMW    19190815            0.0
AMW    19190816            0.0
AMW    19190817            7.7
AMW    19190818            0.0
AMW    19190819            0.0
AMW    19190820            0.0
AMW    19190821            6.7
AMW    19190822            3.8
AMW    19190823            0.0
AMW    19190824            1.4
AMW    19190825            0.0
AMW    19190826            0.8
AMW    19190827            0.0
AMW    19190828            0.0
AMW    19190829           26.5
AMW    19190830            6.8
AMW    19190831            2.2
AMW    19190901            0.1
AMW    19190902            0.0
AMW    19190903            0.2
AMW    19190904            3.9
AMW    19190905            0.0
AMW    19190906            0.0
AMW    19190907            0.3
AMW    19190908            0.0
AMW    19190909            0.0
AMW    19190910            0.0
AMW    19190911            0.0
AMW    19190912            0.0
AMW    19190913            0.0
AMW    19190914            0.0
AMW    19190915            5.1
AMW    19190916            0.0
AMW    19190917            0.0
AMW    19190918            0.0
AMW    19190919            5.0
AMW    19190920           14.6
AMW    19190921            3.7
AMW    19190922            0.0
AMW    19190923            0.0
AMW    19190924            0.0
AMW    19190925            0.0
AMW    19190926            0.0
AMW    19190927            1.5
AMW    19190928            2.8
AMW    19190929            0.6
AMW    19190930            0.0
AMW    19191001            0.0
AMW    19191002           12.0
AMW    19191003            8.4
AMW    19191004            0.0
AMW    19191005            0.0
AMW    19191006            0.0
AMW    19191007            0.0
AMW    19191008            0.0
AMW    19191009            0.0
AMW    19191010            0.0
AMW    19191011            2.7
AMW    19191012            0.2
AMW    19191013            2.4
AMW    19191014            1.7
AMW    19191015            1.1
AMW    19191016            8.7
AMW    19191017            0.2
AMW    19191018            0.0
AMW    19191019            0.0
AMW    19191020            0.0
AMW    19191021            0.0
AMW    19191022            0.0
AMW    19191023            2.3
AMW    19191024            1.3
AMW    19191025            0.0
AMW    19191026            7.7
AMW    19191027            2.3
AMW    19191028            4.5
AMW    19191029            0.0
AMW    19191030            0.0
AMW    19191031            0.0
AMW    19191101            0.0
AMW    19191102            0.3
AMW    19191103            0.0
AMW    19191104            0.0
AMW    19191105            0.6
AMW    19191106            3.5
AMW    19191107            3.7
AMW    19191108            1.6
AMW    19191109            4.0
AMW    19191110            5.2
AMW    19191111            0.2
AMW    19191112            0.0
AMW    19191113            1.2
AMW    19191114            0.1
AMW    19191115           10.6
AMW    19191116            2.3
AMW    19191117            1.9
AMW    19191118            4.7
AMW    19191119            4.5
AMW    19191120           13.0
AMW    19191121            4.5
AMW    19191122            5.4
AMW    19191123            4.6
AMW    19191124            0.5
AMW    19191125           10.5
AMW    19191126            8.0
AMW    19191127            0.9
AMW    19191128            0.0
AMW    19191129            0.0
AMW    19191130            0.2
AMW    19191201            0.0
AMW    19191202            0.4
AMW    19191203            0.2
AMW    19191204            2.7
AMW    19191205            0.1
AMW    19191206           19.6
AMW    19191207            3.9
AMW    19191208            2.6
AMW    19191209            1.8
AMW    19191210            0.0
AMW    19191211            0.0
AMW    19191212            0.0
AMW    19191213            0.0
AMW    19191214            0.0
AMW    19191215            0.0
AMW    19191216            0.0
AMW    19191217            0.0
AMW    19191218            1.1
AMW    19191219            7.3
AMW    19191220            0.2
AMW    19191221            2.6
AMW    19191222            1.4
AMW    19191223           11.6
AMW    19191224            5.9
AMW    19191225            5.7
AMW    19191226            1.0
AMW    19191227            1.7
AMW    19191228           18.9
AMW    19191229            1.0
AMW    19191230            6.4
AMW    19191231            0.7
AMW    19200101            3.3
AMW    19200102           12.9
AMW    19200103            0.0
AMW    19200104            0.0
AMW    19200105            0.0
AMW    19200106            0.0
AMW    19200107            0.0
AMW    19200108            0.4
AMW    19200109            1.8
AMW    19200110            2.1
AMW    19200111            9.0
AMW    19200112            4.1
AMW    19200113            0.6
AMW    19200114            2.1
AMW    19200115            0.0
AMW    19200116            0.0
AMW    19200117            0.0
AMW    19200118            0.2
AMW    19200119            3.8
AMW    19200120            0.3
AMW    19200121            3.4
AMW    19200122            0.5
AMW    19200123            0.0
AMW    19200124            0.0
AMW    19200125            0.0
AMW    19200126            0.0
AMW    19200127            0.7
AMW    19200128            3.9
AMW    19200129            1.6
AMW    19200130            1.0
AMW    19200131            6.9
AMW    19200201            1.0
AMW    19200202            0.0
AMW    19200203            0.0
AMW    19200204            0.0
AMW    19200205            0.0
AMW    19200206            0.0
AMW    19200207            0.0
AMW    19200208            0.0
AMW    19200209            0.0
AMW    19200210            0.0
AMW    19200211            0.7
AMW    19200212            4.1
AMW    19200213            0.0
AMW    19200214            0.0
AMW    19200215            0.0
AMW    19200216            0.0
AMW    19200217            0.0
AMW    19200218            0.0
AMW    19200219            0.0
AMW    19200220            0.0
AMW    19200221            0.0
AMW    19200222            0.0
AMW    19200223            0.0
AMW    19200224            0.0
AMW    19200225            0.0
AMW    19200226            1.4
AMW    19200227            4.0
AMW    19200228            0.0
AMW    19200229            0.0
AMW    19200301            0.0
AMW    19200302            0.0
AMW    19200303            0.0
AMW    19200304            0.0
AMW    19200305            0.0
AMW    19200306            0.0
AMW    19200307            4.8
AMW    19200308           15.1
AMW    19200309            0.0
AMW    19200310            0.0
AMW    19200311            0.0
AMW    19200312            0.6
AMW    19200313            0.0
AMW    19200314            0.4
AMW    19200315            0.0
AMW    19200316            2.9
AMW    19200317            0.0
AMW    19200318            0.8
AMW    19200319            0.4
AMW    19200320            0.0
AMW    19200321            0.0
AMW    19200322            0.0
AMW    19200323            0.0
AMW    19200324            0.0
AMW    19200325            0.1
AMW    19200326            0.0
AMW    19200327            0.6
AMW    19200328            0.0
AMW    19200329            0.0
AMW    19200330            0.1
AMW    19200331            0.4
AMW    19200401            6.0
AMW    19200402            4.1
AMW    19200403            2.9
AMW    19200404            1.6
AMW    19200405            3.1
AMW    19200406            1.1
AMW    19200407            0.0
AMW    19200408            0.0
AMW    19200409            0.0
AMW    19200410            0.1
AMW    19200411            6.4
AMW    19200412            0.5
AMW    19200413            2.5
AMW    19200414            0.0
AMW    19200415            0.0
AMW    19200416            0.0
AMW    19200417            0.0
AMW    19200418           11.6
AMW    19200419            2.4
AMW    19200420            6.1
AMW    19200421            4.4
AMW    19200422            1.2
AMW    19200423            0.2
AMW    19200424            0.0
AMW    19200425            3.9
AMW    19200426           12.7
AMW    19200427            0.0
AMW    19200428            2.5
AMW    19200429            2.8
AMW    19200430            0.0
AMW    19200501            0.0
AMW    19200502            0.2
AMW    19200503            4.2
AMW    19200504           20.4
AMW    19200505            0.2
AMW    19200506            0.0
AMW    19200507            0.5
AMW    19200508            3.6
AMW    19200509            0.0
AMW    19200510            0.0
AMW    19200511            0.0
AMW    19200512            0.0
AMW    19200513            3.5
AMW    19200514            4.4
AMW    19200515            0.3
AMW    19200516            6.8
AMW    19200517            4.6
AMW    19200518            0.5
AMW    19200519            0.0
AMW    19200520            0.0
AMW    19200521           19.7
AMW    19200522            2.4
AMW    19200523            0.0
AMW    19200524            0.0
AMW    19200525            0.0
AMW    19200526            3.5
AMW    19200527            0.0
AMW    19200528            0.0
AMW    19200529            2.0
AMW    19200530           15.9
AMW    19200531            7.1
AMW    19200601            3.5
AMW    19200602            0.0
AMW    19200603            0.0
AMW    19200604            5.1
AMW    19200605            0.0
AMW    19200606            0.0
AMW    19200607            0.0
AMW    19200608            0.0
AMW    19200609            0.0
